File Name,Clip Directory,Duration TC,,,Resolution,Video Codec,Description,Comments,,Location,Category,,,,,Bit Depth,,,,EDL Clip Name,Camera Type,,,Camera Format,Camera FPS,,,,Sensor,,,,,,Aspect Ratio Notes,License Type,Pricing Tier
A005_D035_0503CO_001.R3D,/Volumes/SSD4TB/Raptor UW 3 May/A005_D035_0503CO.RDC,00:01:16:23,,,5120 x 2700,r3d,"A small group of golden sweepers, Parapriacanthus ransonneti, schooling under a large coral head in Raja Ampat, Indonesia, Pacific Ocean",golden-sweepers-school,,"Raja Ampat, Indonesia",Underwater,,,,,16,,,,,V-RAPTOR 8K VV,,,MQ,32,,,,V-RAPTOR VV,,,,,,1.9,Commercial,Premium
A032_C089_0917AD_V2-0018.mp4,,00:00:34:03,,,5120 x 2700,r3d,"A pair of goats walks along the beach in front of colourful sarongs on a laundry line, Bontoh village, Sangeang Island, Sumbawa, Indonesia",Goats-sarongs-village-sangeang,,"Sumbawa, Indonesia",Culture,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 8:1,96,,,,,,,,,,1.09,Editorial,Standard
A032_C103_0917EB_V2-0030.mp4,,00:00:17:01,,,5120 x 2700,r3d,"A black goat rests atop wooden boards, Bontoh village, Sangeang Island, Sumbawa, Indonesia",goat-resting-by-shipyard-local-village,,"Sumbawa, Indonesia",Culture,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 8:1,96,,,,,,,,,,1.09,Commercial,Standard
A032_C138_09178Q_V1-0077.mp4,,00:00:40:119,,,5120 x 2160,r3d,"Two young girls playing in the sea, Bontoh village, Sangeang Island, Sumbawa, Indonesia, No Model Release",girls-villagers-playing-in-the-sea,,"Sumbawa, Indonesia",Culture,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 8:1,120,,,,,,,,,,2.37,Editorial,Standard
A031_C023_0915M3_V2-0013.mp4,,00:00:47:02,,,5120 x 2160,r3d,"A large school of elongate surgeonfish, Acanthurus mata, with giant trevally, Caranx ignobilis, lurking behind, Komodo National Park, Indonesia, Pacific Ocean",giant-trevallies-swim-left-to-right-surgeonfish,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,,,,,,,2.37,Commercial,Premium
A031_C013_0915D3_V2-0003.mp4,,00:01:09:09,,,5120 x 2160,r3d,"Push towards a giant sweetlips, Plectorhinchus albovittatus, with a triggerfish and an angelfish in the background, Komodo National Park, Indonesia, Pacific Ocean",giant-sweetlip-cleaner-wrasse-wide,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,,,,,,,2.37,Commercial,Premium
A031_C010_091568_V2-0002.mp4,,00:00:58:47,,,5120 x 2160,r3d,"A Napoleon wrasse, Cheilinus undulatus, cruising along a coral reef from right to left, Komodo National Park, Indonesia, Pacific Ocean",giant-napoleon-wrasse-sideview-right-to-left-up,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,,,,,,,2.37,Commercial,Premium
A031_C014_0915UA_V2-0004.mp4,,00:00:58:02,,,5120 x 2160,r3d,"A Napoleon wrasse, Cheilinus undulatus, swims towards and inspects the camera, Komodo National Park, Indonesia, Pacific Ocean",giant-napoleon-wrasse-faceon-towards-camera,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,,,,,,,2.37,Commercial,Premium
A032_C064_0916KF_V1-0126.mp4,,00:01:22:01,,,5120 x 2700,r3d,"A Melibe nudibranch, Melibe viridis, feeding with its hooded oral veil, sweeping the benthos for prey, Komodo National Park, Indonesia, Pacific Ocean",Giant-melibe-nudibranch-eats,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C066_0916S5_V1-0129.mp4,,00:04:35:45,,,5120 x 2700,r3d,"A Melibe nudibranch, Melibe viridis, feeding with its hooded oral veil, sweeping the benthos for prey, Komodo National Park, Indonesia, Pacific Ocean",giant-melibe-nudibranch-eating-midshot-from-above,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C066_0916S5_V1-0130.mp4,,00:04:35:45,,,5120 x 2700,r3d,"A Melibe nudibranch, Melibe viridis, feeding with its hooded oral veil, sweeping the benthos for prey, Komodo National Park, Indonesia, Pacific Ocean",giant-melibe-nudibranch-eating-midshot-from-above,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C066_0916S5_V1-0131.mp4,,00:04:35:45,,,5120 x 2700,r3d,"A Melibe nudibranch, Melibe viridis, feeding with its hooded oral veil, sweeping the benthos for prey, Komodo National Park, Indonesia, Pacific Ocean",giant-melibe-nudibranch-eating-midshot-from-above,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C066_0916S5_V1-0132.mp4,,00:04:35:45,,,5120 x 2700,r3d,"A Melibe nudibranch, Melibe viridis, feeding with its hooded oral veil, sweeping the benthos for prey, Komodo National Park, Indonesia, Pacific Ocean",giant-melibe-nudibranch-eating-midshot-from-above,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C066_0916S5_V1-0133.mp4,,00:04:35:45,,,5120 x 2700,r3d,"A Melibe nudibranch, Melibe viridis, feeding with its hooded oral veil, sweeping the benthos for prey, Komodo National Park, Indonesia, Pacific Ocean",giant-melibe-nudibranch-eating-midshot-from-above,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C067_0916P9_V1-0134.mp4,,00:03:49:36,,,5120 x 2700,r3d,"A Melibe nudibranch, Melibe viridis, feeding with its hooded oral veil on a skeleton shrimp, Caprella sp., Komodo National Park, Indonesia, Pacific Ocean",Giant-melibe-nudibranch-eating-five,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C067_0916P9_V1-0135.mp4,,00:03:49:36,,,5120 x 2700,r3d,"A Melibe nudibranch, Melibe viridis, feeding with its hooded oral veil on a skeleton shrimp, Caprella sp., Komodo National Park, Indonesia, Pacific Ocean",Giant-melibe-nudibranch-eating-five,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C064_0916KF_V1-0125.mp4,,00:01:22:01,,,5120 x 2700,r3d,"A Melibe nudibranch, Melibe viridis, feeding with its hooded oral veil, sweeping the benthos for prey, Komodo National Park, Indonesia, Pacific Ocean",giant-melibe-nudibranch-eating,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C065_0916MP_V1-0127.mp4,,00:02:22:48,,,5120 x 2700,r3d,"A Melibe nudibranch, Melibe viridis, feeding with its hooded oral veil, sweeping the benthos for prey, Komodo National Park, Indonesia, Pacific Ocean",giant-melibe-nudibranch-eating,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C065_0916MP_V1-0128.mp4,,00:02:22:48,,,5120 x 2700,r3d,"A Melibe nudibranch, Melibe viridis, feeding with its hooded oral veil, sweeping the benthos for prey, Komodo National Park, Indonesia, Pacific Ocean",giant-melibe-nudibranch-eating,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C063_0916ZP_V1-0124.mp4,,00:00:31:52,,,5120 x 2700,r3d,"A Melibe nudibranch, Melibe viridis, feeding with its hooded oral veil, sweeping the benthos for prey, Komodo National Park, Indonesia, Pacific Ocean",giant-melibe-nudibranch-eat,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A031_C056_0916J9_V1-0104.mp4,,00:01:57:03,,,5120 x 2700,r3d,"A large colony of garden eels, Heteroconger hassi, sitting high out of their burrows to feed on plankton, Amed, Bali, Indonesia, Pacific Ocean",garden-eels-black-sand-wide,,"Bali, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A033_C041_0917X8_V1-0107.mp4,,00:00:12:01,,,5120 x 2700,r3d,"Mixed school of cooperative hunting predatory fish including blue fin trevally (Caranx melampygus), long nose emperor (Lethrinus olivaceus), and yellow goatfish (Parupeneus cyclostomus), Komodo National Park, Indonesia, Pacific Ocean",gang-emperorfish-bluefin-trevally-yellow-goatfish,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C030_0916RK_001.R3D,,00:00:32:54,,,5120 x 2160,r3d,"A large mixed school of blue and gold fusiliers, Caesio caerulaurea, and blue streak fusiliers, Pterocaesio tile, swimming right to left, Komodo National Park, Indonesia, Pacific Ocean",fusilliers-sideview-right-to-left,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2.37,Commercial,Premium
A032_C145_0918Y1_001.R3D,,00:00:47:11,,,5120 x 2700,r3d,"Following a green turtle, Chelonia mydas, from behind as it swims over a white sandy bottom, Komodo National Park, Indonesia, Pacific Ocean",following-green-turtle-from-behind,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,1:09,Commercial,Premium
A031_C025_0915XL_V2-0015.mp4,,00:01:01:02,,,5120 x 2160,r3d,"A Napoleon wrasse, Cheilinus undulatus, swims along a reef towards a school of elongate surgeonfish, Acanthurus mata, Komodo National Park, Indonesia, Pacific Ocean",following-giant-napoleon-wrasse-reef,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,,,,,,,2.37,Commercial,Premium
A030_C037_0915C8_001.R3D,,00:00:19:04,,,5120 x 2160,r3d,"Following a school of blackfin or chevron barracuda, Sphyraena qenie, in the water column, Komodo National Park, Indonesia, Pacific Ocean",following-barracuda-group-from-behind,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2.37,Commercial,Premium
A033_C022_0917CW_V1-0097.mp4,,00:01:41:79,,,5120 x 2700,r3d,"Pushing forward over a healthy Acropora sp., reef surrounded by soft corals and clouds of tropical fish such as damselfish and anthias, Komodo National Park, Indonesia, Pacific Ocean",faster-slomo-swim-over-corals-with-damselfish,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 8:1,96,,,,,,,,,,1.09,Commercial,Premium
A033_C017_0917IY_V1-0093.mp4,,00:01:42:08,,,5120 x 2700,r3d,"Slow push over a healthy branching coral, Acropora sp., with Porites corals and a variety of damselfish and anthias swimming over the coral, Komodo National Park, Indonesia, Pacific Ocean",damselfish-coralreef-coralhead-slomo,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 8:1,96,,,,,,,,,,1.09,Commercial,Premium
A032_C049_0916MH_V1-0119.mp4,,00:00:40:55,,,5120 x 2700,r3d,"A pair of ornate or harlequin ghost pipefish, Solenostomus paradoxus, possibly a male and female showing courtship, Komodo National Park, Indonesia, Pacific Ocean",Couple-ornate-ghostpipefish-yellow-reds,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C048_0916EK_V1-0118.mp4,,00:00:55:44,,,5120 x 2700,r3d,"A pair of ornate or harlequin ghost pipefish, Solenostomus paradoxus, possibly a male and female showing courtship, Komodo National Park, Indonesia, Pacific Ocean",Couple-ornate-ghostpipefish-yellow-red-swim,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C047_0916U8_V1-0117.mp4,,00:01:05:45,,,5120 x 2700,r3d,"A pair of ornate or harlequin ghost pipefish, Solenostomus paradoxus, possibly a male and female showing courtship, Komodo National Park, Indonesia, Pacific Ocean",couple-ornate-ghostpipefish-yellow-red,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C052_0916HO_V1-0120.mp4,,00:00:46:58,,,5120 x 2700,r3d,"A pair of ornate or harlequin ghost pipefish, Solenostomus paradoxus, possibly a male and female showing courtship, Komodo National Park, Indonesia, Pacific Ocean",couple-ornate-ghost-pipefish-yellow-red,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A030_C042_0915IH_001.R3D,,00:00:21:49,,,5120 x 2160,r3d,"A school of blackfin or chevron barracuda, Sphyraena qenie, swim in shallow blue water, Komodo National Park, Indonesia, Pacific Ocean",compact-barracuda-group-blue-water_front_view,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2.37,Commercial,Premium
A030_C041_0915DQ_001.R3D,,00:00:17:38,,,5120 x 2160,r3d,"A school of blackfin or chevron barracuda, Sphyraena qenie, silhouetted against the surface, Komodo National Park, Indonesia, Pacific Ocean",compact-barracuda-group-blue-water,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2.37,Commercial,Premium
A032_C097_0917QR_V2-0025.mp4,,00:00:38:12,,,5120 x 2700,r3d,"Close-up of colourful sarongs hanging on a line flapping in the wind, Bontoh village, Sangeang Island, Sumbawa, Indonesia, No Model Release",colorful-local-fabric-hanging-in-the-wind,,"Sumbawa, Indonesia",Culture,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 8:1,96,,,,,,,,,,1.09,Editorial,Standard
A033_C024_091725_V1-0098.mp4,,00:00:53:74,,,5120 x 2700,r3d,"Slow-motion push forward and up over branching hard coral, Acropora sp., with anthias, damselfish and other tropical fish in the water column, Komodo National Park, Indonesia, Pacific Ocean",closefocus-widescene-over-acropora-with-fish,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 8:1,96,,,,,,,,,,1.09,Commercial,Premium
A031_C047_0916TP_V1-0078.mp4,,00:00:25:57,,,5120 x 2700,r3d,"Silhouetted outline of an underwater cave opening, viewed from inside the cave looking out towards blue water, Sangeang Island, Sumbawa, Indonesia, Pacific Ocean",cave-opening-underwater-frame,,"Sumbawa, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,,,,,,,1.09,Commercial,Premium
A032_C014_0916N2_001.R3D,,00:00:13:46,,,5120 x 2160,r3d,"Camera pans to the right across colourful soft corals and a large underwater canyon, Komodo National Park, Indonesia, Pacific Ocean",Canyon-channel-komodo-pan,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2.37,Commercial,Premium
A032_C013_0916YE_001.R3D,,00:00:15:05,,,5120 x 2160,r3d,"Camera pans up to show colourful corals with a deep canyon filled with fish in the background, Komodo National Park, Indonesia, Pacific Ocean",Canyon-channel-komodo-corals,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2.37,Commercial,Premium
A032_C012_0916ZI_001.R3D,,00:00:20:09,,,5120 x 2160,r3d,"Colourful soft corals on a coral head, camera pans up to reveal a canyon in the background, Komodo National Park, Indonesia, Pacific Ocean",Canyon-channel-komodo,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2.37,Commercial,Premium
A032_C106_0917GR_V1-0071.mp4,,00:00:42:13,,,5120 x 2700,r3d,"A traditional wooden boat builder descends a ladder in Bontoh village, Sangeang Island, Sumbawa, Indonesia, No Model Release",boat-builder-descending-ladder,,"Sumbawa, Indonesia",Culture,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 8:1,96,,,,,,,,,,1.09,Editorial,Standard
A032_C104_09176D_V2-0031.mp4,,00:00:31:10,,,5120 x 2700,r3d,"The hull of a wooden fishing boat under construction, Bontoh village, Sangeang Island, Sumbawa, Indonesia, No Model Release",boat-being-built-from-below-up,,"Sumbawa, Indonesia",Culture,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 8:1,96,,,,,,,,,,1.09,Editorial,Standard
A032_C015_09167P_001.R3D,,00:00:11:02,,,5120 x 2160,r3d,"A small school of blue fin trevally, Caranx melampygus, swim close to the bottom of a rocky canyon, Komodo National Park, Indonesia, Pacific Ocean",blue-fin-trevallies-canyon-komodo,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2.37,Commercial,Premium
A032_C022_0916MB_001.R3D,,00:00:41:58,,,5120 x 2700,r3d,"A mixed school of bigeye jacks, Caranx sexfasciatus and blue fin trevally, Caranx melampygus, swimming in a sandy channel, Komodo National Park, Indonesia, Pacific Ocean",bigeye-jackfish-school-reef-sand,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,1.09,Commercial,Premium
A032_C034_0916MI_001.R3D,,00:00:23:02,,,5120 x 2160,r3d,"Camera pushes up and over a coral head with healthy Acropora sp., table corals and branching corals and a variety of tropical fish, backlit by the sun, Komodo National Park, Indonesia, Pacific Ocean",big-table-corals-acropora,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2.37,Commercial,Premium
A031_C023_0915M3_V2-0012.mp4,,00:01:02:45,,,5120 x 2160,r3d,"A large school of elongate surgeonfish, Acanthurus mata, with giant trevally, Caranx ignobilis, lurking behind, Komodo National Park, Indonesia, Pacific Ocean",big-surgeonfish-school,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,,,,,,,2.37,Commercial,Premium
A033_C020_09174Q_V1-0095.mp4,,00:01:27:05,,,5120 x 2700,r3d,"Slow-motion camera pushing towards a large red seafan with a variety of damselfish and anthias in the water column and large porites coral heads in the background, Komodo National Park, Indonesia, Pacific Ocean",big-coral-head-with-seafans,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 8:1,96,,,,,,,,,,1.09,Commercial,Premium
A030_C006_0915PE_001.R3D,,00:00:16:00,,,4800 x 2700,r3d,"A school of circular spadefish or batfish, Platax orbicularis, swims along a rubble bottom, Komodo National Park, Indonesia, Pacific Ocean",Batfish-spadefish-swimming_close_to_bottom,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,"0,095833333",Commercial,Premium
A030_C008_0915OM_001.R3D,,00:00:47:10,,,4800 x 2700,r3d,"A school of pinnate spadefish or batfish, Platax pinnatus, grouped near a seafan on a coral reef, Komodo National Park, Indonesia, Pacific Ocean",batfish-spadefish-hanging-by-seafan,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,"0,095833333",Commercial,Premium
A030_C031_0915A2_001.R3D,,00:01:21:52,,,5120 x 2160,r3d,"A small group of blackfin or chevron barracuda, Sphyraena qenie, swimming near the bottom, Komodo National Park, Indonesia, Pacific Ocean",barracuda-small-group-near-bottom-reef,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2.37,Commercial,Premium
A030_C039_0915LN_001.R3D,,00:00:38:03,,,5120 x 2160,r3d,"A school of blackfin or chevron barracuda, Sphyraena qenie, with fusiliers and surgeonfish in the water column, Komodo National Park, Indonesia, Pacific Ocean",barracuda-group-swimming-upward,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2.37,Commercial,Premium
A030_C043_0915A9_001.R3D,,00:01:07:53,,,5120 x 2160,r3d,"A school of blackfin or chevron barracuda, Sphyraena qenie, in the blue water, Komodo National Park, Indonesia, Pacific Ocean",barracuda-group-blue-water-sideview-right-to-left,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2.37,Commercial,Premium
A032_C017_0916CO_001.R3D,,00:00:22:47,,,5120 x 2700,r3d,"Bright pink anthias swim in the current on a reef slope covered in red sea fans, Komodo National Park, Indonesia, Pacific Ocean",anthias-healthy-reef-seafans,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,1.09,Commercial,Premium
A032_C021_0916B4_001.R3D,,00:00:46:41,,,5120 x 2700,r3d,"Camera pushes through a school of pink anthias and over a healthy reef full of colourful soft corals, Komodo National Park, Indonesia, Pacific Ocean",angelfish-reef-anthias,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,1.09,Commercial,Premium
A032_C044_0916DQ_001.R3D,,00:00:44:53,,,5120 x 2160,r3d,"Camera pushes forward over a healthy hard and soft coral reef with a variety of damselfish, butterflyfish and anthias swimming in front of a red sea fan, Komodo National Park, Indonesia, Pacific Ocean",afternoon-light-coral-reef-komodo,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2.37,Commercial,Premium
A032_C045_09164T_001.R3D,,00:00:43:46,,,5120 x 2160,r3d,"Healthy shallow coral reef in afternoon light with a variety of damselfish and anthias swimming in the water column, Komodo National Park, Indonesia, Pacific Ocean",afternoon-light-coral-reef,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2.37,Commercial,Premium
A030_C049_09154F_001.R3D,,00:00:18:14,,,5120 x 2160,r3d,"Anthias and damselfish hover above a large Acropora table coral, Komodo National Park, Indonesia, Pacific Ocean",acropora-small-fishes,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 4:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,2.37,Commercial,Premium
A030_C013_0915EE_001.R3D,,00:00:19:12,,,4800 x 2700,r3d,"A small school of blue streak fusiliers, Pterocaesio tile, swim over a table coral, Acropora sp., Komodo National Park, Indonesia, Pacific Ocean", fusilliers-near-acropora,,"Komodo, Indonesia",Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,59.94,,,,DSMC2 GEMINI 5K S35,,,,,,"0,095833333",Commercial,Premium
A004_A081_0412AG_V1-0042.mp4,,00:00:08:03,,,5120 x 2700,r3d,"Silhouette of a whale shark, Rhincodon typus, swimming overhead with a second shark coming in from the side, Cenderawasih Bay, Papua Province, Indonesia, Pacific Ocean",whaleshark-eye-contact-up-close-to-camera,,Cenderawasih,Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 5:1,50,,,,,,,,,,1.09,Commercial,Premium
A006_A044_04136P_V1-0054.mp4,,00:00:56:10,,,4608 x 2412,r3d,"A whale shark, Rhincodon typus, swims up towards the surface under a bagan, a traditional Indonesian drop net fishing boat, Cenderawasih Bay, Papua Province, Indonesia, Pacific Ocean",whaleshark-coming-up-towards-the-nets,,Cenderawasih,Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 7:1,50,,,,,,,,,,191.045,Commercial,Premium
A006_A045_0413M6_V1-0055.mp4,,00:00:50:03,,,4608 x 2412,r3d,"A whale shark, Rhincodon typus, swims past the camera while covered in remoras, Echeneis naucrates, Cenderawasih Bay, Papua Province, Indonesia, Pacific Ocean",beautiful-whalesharks-covered-in-remoras-and-fish,,Cenderawasih,Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 7:1,50,,,,,,,,,,191.045,Commercial,Premium
A006_A049_0413WS_V1-0056.mp4,,00:00:31:02,,,4608 x 2412,r3d,"A whale shark, Rhincodon typus, swims past the camera while covered in remoras, Echeneis naucrates, Cenderawasih Bay, Papua Province, Indonesia, Pacific Ocean",whaleshark-swimming-towards-camera-and-clearing-frame,,Cenderawasih,Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 7:1,50,,,,,,,,,,191.045,Commercial,Premium
A006_A053_041381_V1-0057.mp4,,00:01:11:12,,,4608 x 2412,r3d,"Two whale sharks, Rhincodon typus, feed on small bait fish thrown by fishermen from a bagan, a traditional Indonesian drop net fishing boat, Cenderawasih Bay, Papua Province, Indonesia, Pacific Ocean",whaleshark-eating-leftover-fish-from-fishermen,,Cenderawasih,Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 7:1,50,,,,,,,,,,191.045,Commercial,Premium
A006_A054_04133L_V1-0058.mp4,,00:00:18:07,,,4608 x 2412,r3d,"A whale shark, Rhincodon typus, swims over the camera while covered in remoras, Echeneis naucrates, Cenderawasih Bay, Papua Province, Indonesia, Pacific Ocean",whaleshark-swimming-towards-and-over-the-camera,,Cenderawasih,Underwater,,,,,16,,,,,DSMC2 GEMINI 5K S35,,,REDcode 7:1,50,,,,,,,,,,191.045,Commercial,Premium
